mlog_loss,mstd,params
-0.8593049095997725,0.012094566225035167,"{'criterion': 'entropy', 'max_features': 0.4249409731271929, 'min_samples_split': 2, 'n_estimators': 3093.9244672765312}"
-0.8593090354942072,0.012117831466878271,"{'criterion': 'entropy', 'max_features': 0.4191167993877795, 'min_samples_split': 2, 'n_estimators': 3227.3749061598837}"
-0.8593158607563532,0.012078364462173046,"{'criterion': 'entropy', 'max_features': 0.4199190349677575, 'min_samples_split': 2, 'n_estimators': 3125.284702567501}"
-0.8593161243199893,0.012040862207826093,"{'criterion': 'entropy', 'max_features': 0.4537270875668709, 'min_samples_split': 2, 'n_estimators': 3137.624612319272}"
-0.8593180140019598,0.012115365070044863,"{'criterion': 'entropy', 'max_features': 0.4105527034903033, 'min_samples_split': 2, 'n_estimators': 3224.7574446084272}"
-0.8593226432332541,0.012069409309440102,"{'criterion': 'entropy', 'max_features': 0.42070943460858123, 'min_samples_split': 2, 'n_estimators': 3127.8475158924116}"
-0.8593292185010999,0.012110744771854799,"{'criterion': 'entropy', 'max_features': 0.3948562365576686, 'min_samples_split': 2, 'n_estimators': 3246.801933447139}"
-0.859349523924711,0.0121085224843552,"{'criterion': 'entropy', 'max_features': 0.38411939727610417, 'min_samples_split': 2, 'n_estimators': 3191.6590901803916}"
-0.8593869739504898,0.012079730923720309,"{'criterion': 'entropy', 'max_features': 0.3690063893840829, 'min_samples_split': 2, 'n_estimators': 3074.4873300540144}"
-0.8593880890181369,0.012048945841923196,"{'criterion': 'entropy', 'max_features': 0.4497167673753387, 'min_samples_split': 2, 'n_estimators': 3484.8114040431337}"
-0.8593981863970287,0.012082056350384115,"{'criterion': 'entropy', 'max_features': 0.41956504724609067, 'min_samples_split': 2, 'n_estimators': 3272.9112595673373}"
-0.8594048270370962,0.012096062991042534,"{'criterion': 'entropy', 'max_features': 0.40871273037373934, 'min_samples_split': 2, 'n_estimators': 3507.9252648287543}"
-0.85943678701518,0.011975351331280044,"{'criterion': 'entropy', 'max_features': 0.42409274401876834, 'min_samples_split': 2, 'n_estimators': 3166.8958996520914}"
-0.8594428128535393,0.011927652250594434,"{'criterion': 'entropy', 'max_features': 0.4145500884403689, 'min_samples_split': 2, 'n_estimators': 2929.7747918659256}"
-0.8594479698406264,0.011997482051506466,"{'criterion': 'entropy', 'max_features': 0.3712904034707603, 'min_samples_split': 2, 'n_estimators': 3429.782236996148}"
-0.859448720100765,0.012007654725971127,"{'criterion': 'entropy', 'max_features': 0.4433786409372654, 'min_samples_split': 2, 'n_estimators': 3317.6569978356943}"
-0.859449254859759,0.011970552080928433,"{'criterion': 'entropy', 'max_features': 0.3745706309696854, 'min_samples_split': 2, 'n_estimators': 3034.264380414619}"
-0.859452286119945,0.011918798619377682,"{'criterion': 'entropy', 'max_features': 0.4341222327103962, 'min_samples_split': 2, 'n_estimators': 3021.388332914342}"
-0.8594595247710861,0.012087943006867613,"{'criterion': 'entropy', 'max_features': 0.45104786617995435, 'min_samples_split': 2, 'n_estimators': 3536.7112901685077}"
-0.859460942626991,0.011956469650093126,"{'criterion': 'entropy', 'max_features': 0.43258718102422666, 'min_samples_split': 2, 'n_estimators': 2969.7740751192223}"
-0.8594620933050617,0.011956518329245311,"{'criterion': 'entropy', 'max_features': 0.40352313781208515, 'min_samples_split': 2, 'n_estimators': 2926.23333370846}"
-0.859463481503363,0.012016452715602506,"{'criterion': 'entropy', 'max_features': 0.44381226974033594, 'min_samples_split': 2, 'n_estimators': 2977.1579303713434}"
-0.8594639526475809,0.011931401682402165,"{'criterion': 'entropy', 'max_features': 0.3750619741544215, 'min_samples_split': 2, 'n_estimators': 2937.91727229602}"
-0.8594701050081184,0.01217048045115719,"{'criterion': 'entropy', 'max_features': 0.39719092214482776, 'min_samples_split': 2, 'n_estimators': 2813.0762303421848}"
-0.8594713385648809,0.012204222323297126,"{'criterion': 'entropy', 'max_features': 0.42502276970956687, 'min_samples_split': 2, 'n_estimators': 2817.1447757644464}"
-0.8594850773898358,0.012186552255197717,"{'criterion': 'entropy', 'max_features': 0.42762274627632857, 'min_samples_split': 2, 'n_estimators': 2838.0004307893214}"
-0.8594904499302872,0.01220397918145175,"{'criterion': 'entropy', 'max_features': 0.40772685254282304, 'min_samples_split': 2, 'n_estimators': 2821.797206748718}"
-0.8594968782646916,0.012152143275157056,"{'criterion': 'entropy', 'max_features': 0.4352064782942138, 'min_samples_split': 2, 'n_estimators': 2873.711811150978}"
-0.8594985887364437,0.012042621121522537,"{'criterion': 'entropy', 'max_features': 0.4094308551776057, 'min_samples_split': 2, 'n_estimators': 2890.2056182590677}"
-0.8594996056898339,0.012427926347415946,"{'criterion': 'entropy', 'max_features': 0.40265227922914687, 'min_samples_split': 2, 'n_estimators': 2417.0084322063735}"
-0.8595050679270052,0.011943474973422966,"{'criterion': 'entropy', 'max_features': 0.3782874510569913, 'min_samples_split': 2, 'n_estimators': 3018.366956621737}"
-0.8595083613147455,0.011964313085985591,"{'criterion': 'entropy', 'max_features': 0.4405536542489024, 'min_samples_split': 2, 'n_estimators': 3347.3309502446073}"
-0.8595176829543524,0.011952055217901568,"{'criterion': 'entropy', 'max_features': 0.4208438670636179, 'min_samples_split': 2, 'n_estimators': 2958.794877923089}"
-0.8595194723951529,0.011929097243201188,"{'criterion': 'entropy', 'max_features': 0.38238777413661984, 'min_samples_split': 2, 'n_estimators': 2966.026394562559}"
-0.8595280255134885,0.011933903150963007,"{'criterion': 'entropy', 'max_features': 0.4169054554769385, 'min_samples_split': 2, 'n_estimators': 3368.7884324714514}"
