accuracy,std,max_accuracy,min_accuracy,params
0.5781014587562239,0.006361078204449305,0.5843857634902411,0.5676605504587156,"{'eta': 0.006909434315361908, 'gamma': 0.41963831616714, 'max_depth': 15, 'min_child_weight': 2.2819134899975073, 'n_estimators': 1069.0633477289302, 'reg_lambda': 0.9182327574863849, 'subsample': 0.7100970524972303}"
0.5780935815177566,0.010564027559305049,0.5889781859931114,0.563719862227325,"{'eta': 0.0407017625090733, 'gamma': 0.47433208499473273, 'max_depth': 12, 'min_child_weight': 2.9335750815204076, 'n_estimators': 591.6905859313347, 'reg_lambda': 0.8550092362488227, 'subsample': 0.852799478271645}"
0.5775310041184339,0.0077629905690957835,0.5889781859931114,0.5671641791044776,"{'eta': 0.06356125846343456, 'gamma': 0.6798989664803188, 'max_depth': 14, 'min_child_weight': 2.209781941448656, 'n_estimators': 964.5917546103364, 'reg_lambda': 0.9373332752729724, 'subsample': 0.7990313950869522}"
0.5772659681479687,0.01883665261055342,0.6084959816303099,0.56,"{'eta': 0.006054362020550712, 'gamma': 0.5181865237137769, 'max_depth': 5, 'min_child_weight': 2.0354806769052165, 'n_estimators': 1282.3533018798921, 'reg_lambda': 0.8185885414517738, 'subsample': 0.7180102035568123}"
0.5772580728527943,0.010063367510161639,0.588302752293578,0.5611428571428572,"{'eta': 0.013226915924004393, 'gamma': 0.41499193470879064, 'max_depth': 14, 'min_child_weight': 1.573937199961294, 'n_estimators': 1230.093212038104, 'reg_lambda': 0.835576582556868, 'subsample': 0.7371025473373201}"
0.5766853592457111,0.013788048911530053,0.5958668197474167,0.5607798165137615,"{'eta': 0.016983058401792907, 'gamma': 0.48875362567370395, 'max_depth': 14, 'min_child_weight': 2.491347342431917, 'n_estimators': 963.1531575046436, 'reg_lambda': 0.7096535263144579, 'subsample': 0.7305742488960876}"
0.5763966644747831,0.010100922875711195,0.5894495412844036,0.5611428571428572,"{'eta': 0.005717443450432059, 'gamma': 0.7062277185799155, 'max_depth': 13, 'min_child_weight': 1.8230991176244196, 'n_estimators': 1366.0364216011953, 'reg_lambda': 0.8073037706060439, 'subsample': 0.8647326289675812}"
0.5763963443444136,0.008727927389802824,0.5866819747416763,0.5634285714285714,"{'eta': 0.011128284300140663, 'gamma': 0.5909903357344279, 'max_depth': 9, 'min_child_weight': 1.9317217755135085, 'n_estimators': 954.5765329898861, 'reg_lambda': 0.8504852441844507, 'subsample': 0.7530071257069995}"
0.5763727442282488,0.010460278638381011,0.5885714285714285,0.5630733944954128,"{'eta': 0.03713247378133641, 'gamma': 0.5839005641625554, 'max_depth': 5, 'min_child_weight': 1.8035302591731146, 'n_estimators': 846.5568989177398, 'reg_lambda': 0.8986399591025777, 'subsample': 0.8097383491080994}"
0.5763504065768545,0.02131335255246721,0.6,0.5545350172215844,"{'eta': 0.07991177403891125, 'gamma': 0.39076158969756614, 'max_depth': 11, 'min_child_weight': 1.8672020017102773, 'n_estimators': 1516.885250603117, 'reg_lambda': 0.8424344728402599, 'subsample': 0.8113054940070273}"
0.5760981581406407,0.012359875778150687,0.588302752293578,0.5579793340987371,"{'eta': 0.029033319388540015, 'gamma': 0.5433960904443693, 'max_depth': 5, 'min_child_weight': 2.0230395181277685, 'n_estimators': 722.8475371848309, 'reg_lambda': 0.8505868213831272, 'subsample': 0.8460187384566292}"
0.5760863580825584,0.007032091897266754,0.584,0.5648679678530425,"{'eta': 0.021238436390978065, 'gamma': 0.4467590106800495, 'max_depth': 4, 'min_child_weight': 2.5100328374356495, 'n_estimators': 696.2890765490736, 'reg_lambda': 0.8389858897132769, 'subsample': 0.8506217316804207}"
0.5758337804876213,0.014094693204662763,0.5947187141216992,0.5554285714285714,"{'eta': 0.005575876452105012, 'gamma': 0.7138415325015762, 'max_depth': 7, 'min_child_weight': 1.927428407598208, 'n_estimators': 1069.464800457428, 'reg_lambda': 0.8063155834172366, 'subsample': 0.6703246181462493}"
0.5757901648878303,0.013379124590596064,0.5965714285714285,0.5607798165137615,"{'eta': 0.006043248402812375, 'gamma': 0.6986245198984379, 'max_depth': 5, 'min_child_weight': 2.229185484687868, 'n_estimators': 1032.1148908479058, 'reg_lambda': 0.8158637800674738, 'subsample': 0.6007430785598271}"
0.5755378848523789,0.01334689776383438,0.5912743972445464,0.56,"{'eta': 0.01667544420752393, 'gamma': 0.5439147443090825, 'max_depth': 6, 'min_child_weight': 2.0882042952532465, 'n_estimators': 1001.5774036267114, 'reg_lambda': 0.8557536266901088, 'subsample': 0.7835728578450433}"
0.5755234786095733,0.010028573146434537,0.5843857634902411,0.5584862385321101,"{'eta': 0.008691203826263417, 'gamma': 0.5044372065605506, 'max_depth': 12, 'min_child_weight': 2.9672388068107427, 'n_estimators': 843.3652098799153, 'reg_lambda': 0.8585257986710569, 'subsample': 0.769847595915907}"
0.5755080487771848,0.008244505789650735,0.5897142857142857,0.5694603903559128,"{'eta': 0.023982021510143073, 'gamma': 0.6305603061164203, 'max_depth': 9, 'min_child_weight': 2.2488138818175964, 'n_estimators': 778.7547272069512, 'reg_lambda': 0.8207162070827344, 'subsample': 0.7852554408702788}"
0.5752370879497061,0.01398351939191658,0.5935706084959816,0.5545350172215844,"{'eta': 0.006997754274615907, 'gamma': 0.49049951149483906, 'max_depth': 9, 'min_child_weight': 1.9382587044479402, 'n_estimators': 1192.5920567502378, 'reg_lambda': 0.8016289407147054, 'subsample': 0.7137789252906767}"
0.5752347928669987,0.00411348424511181,0.5786452353616532,0.5683122847301951,"{'eta': 0.11321507342177761, 'gamma': 0.49407809318860585, 'max_depth': 9, 'min_child_weight': 2.579187589015981, 'n_estimators': 469.72664592160794, 'reg_lambda': 0.8909691443616198, 'subsample': 0.9340768992815915}"
0.5749471081431234,0.011901360843927612,0.5878300803673938,0.5556831228473019,"{'eta': 0.09827321491795421, 'gamma': 0.7678596522609911, 'max_depth': 15, 'min_child_weight': 1.9984475913945086, 'n_estimators': 1375.9926524099533, 'reg_lambda': 0.8454588019108782, 'subsample': 0.688586148573558}"
0.5749441682855005,0.005539495858741388,0.5817142857142857,0.5676605504587156,"{'eta': 0.055402587442843924, 'gamma': 0.8491258573674386, 'max_depth': 14, 'min_child_weight': 2.0180162199496428, 'n_estimators': 1420.4186981502435, 'reg_lambda': 0.802068009129861, 'subsample': 0.8202213381277768}"
0.5749412374562313,0.017990721857154928,0.5901262916188289,0.5458715596330275,"{'eta': 0.005172720594549514, 'gamma': 0.57281722605172, 'max_depth': 5, 'min_child_weight': 2.1476059723123564, 'n_estimators': 1364.2605240748828, 'reg_lambda': 0.7894368966905754, 'subsample': 0.8117343118854289}"
0.5749369403361256,0.00834801099885604,0.5851428571428572,0.5625717566016073,"{'eta': 0.006392546265576761, 'gamma': 0.5892887510353746, 'max_depth': 12, 'min_child_weight': 2.9986128299226547, 'n_estimators': 920.0595491251223, 'reg_lambda': 0.6738231679283991, 'subsample': 0.7730457440495462}"
0.574669262067523,0.006488887262285139,0.5848623853211009,0.5668571428571428,"{'eta': 0.005153140868195769, 'gamma': 0.5761641573287732, 'max_depth': 10, 'min_child_weight': 2.5310075280900484, 'n_estimators': 1434.326075427066, 'reg_lambda': 0.891918827904532, 'subsample': 0.623760222604101}"
0.5746627014639476,0.024281693706625144,0.6039035591274398,0.5373134328358209,"{'eta': 0.0052891471273529, 'gamma': 0.574206930288631, 'max_depth': 9, 'min_child_weight': 2.240776456839591, 'n_estimators': 1201.1629267964613, 'reg_lambda': 0.7053329051654761, 'subsample': 0.6201338032396164}"
0.5746617185019554,0.006283077412891967,0.5837155963302753,0.56601607347876,"{'eta': 0.06791822557948794, 'gamma': 0.4684337775759362, 'max_depth': 12, 'min_child_weight': 1.6572605110112413, 'n_estimators': 511.51131453767516, 'reg_lambda': 0.8424495687391389, 'subsample': 0.6909979424338248}"
0.5746489219393505,0.021664235870191794,0.5901262916188289,0.5373134328358209,"{'eta': 0.02570954018653933, 'gamma': 0.3112210087797267, 'max_depth': 6, 'min_child_weight': 2.36526181467917, 'n_estimators': 617.4166086495942, 'reg_lambda': 0.7950571345596391, 'subsample': 0.7345569045786653}"
0.5743861765374157,0.011383562293421828,0.5901262916188289,0.5625717566016073,"{'eta': 0.005987460238871145, 'gamma': 0.5498235611053425, 'max_depth': 9, 'min_child_weight': 2.2275092923106232, 'n_estimators': 733.2190323987547, 'reg_lambda': 0.8382470916401784, 'subsample': 0.7074731468379901}"
0.5743740428064337,0.011951264126974179,0.5889781859931114,0.5556831228473019,"{'eta': 0.03786199606375201, 'gamma': 0.46327129878089307, 'max_depth': 13, 'min_child_weight': 1.781096042877172, 'n_estimators': 968.2494211733328, 'reg_lambda': 0.9074660146659509, 'subsample': 0.7139229501614178}"
0.5743727351998953,0.002615205305507421,0.5782857142857143,0.5717566016073479,"{'eta': 0.03597246003317532, 'gamma': 0.7046428498171398, 'max_depth': 12, 'min_child_weight': 2.7766810517163205, 'n_estimators': 1333.1813871359955, 'reg_lambda': 0.6894716715191411, 'subsample': 0.8154482248602831}"
0.574370769275911,0.006537003030852747,0.5809414466130884,0.56601607347876,"{'eta': 0.006064002131734955, 'gamma': 0.5107634045837404, 'max_depth': 10, 'min_child_weight': 1.9790053099450953, 'n_estimators': 1042.6510883372466, 'reg_lambda': 0.8228497926947419, 'subsample': 0.6170275362901472}"
0.5743691279964729,0.0074369815049321695,0.5817142857142857,0.563719862227325,"{'eta': 0.013250477952084921, 'gamma': 0.562614644616076, 'max_depth': 11, 'min_child_weight': 1.9434239317809014, 'n_estimators': 1182.0135507014845, 'reg_lambda': 0.8651348205672942, 'subsample': 0.8194272263481056}"
0.5743629055799739,0.013877845328650693,0.5897142857142857,0.5602755453501722,"{'eta': 0.054400814651985305, 'gamma': 0.5873507083074729, 'max_depth': 11, 'min_child_weight': 2.14377373959292, 'n_estimators': 1164.7005600433693, 'reg_lambda': 0.8797919760158504, 'subsample': 0.8404252530238252}"
0.5741040604267703,0.015701580007316956,0.5905963302752294,0.5577142857142857,"{'eta': 0.029032231478425576, 'gamma': 0.5500075725725792, 'max_depth': 7, 'min_child_weight': 1.957615718865678, 'n_estimators': 1301.0173875422274, 'reg_lambda': 0.789206933633536, 'subsample': 0.8419650724117608}"
0.5741001466355088,0.007578208269600943,0.5855338691159586,0.5668571428571428,"{'eta': 0.06966872421710063, 'gamma': 0.38615855849694536, 'max_depth': 10, 'min_child_weight': 2.383008718778591, 'n_estimators': 620.6965526542928, 'reg_lambda': 0.8998592934882923, 'subsample': 0.8598085754036159}"
0.5740981897398781,0.015157748718289083,0.5981630309988519,0.5561926605504587,"{'eta': 0.005252898109361383, 'gamma': 0.5229576959629402, 'max_depth': 9, 'min_child_weight': 1.9616608034281158, 'n_estimators': 895.8165782701872, 'reg_lambda': 0.8522089096164811, 'subsample': 0.7164730330208269}"
0.5740938971339491,0.006851066675595129,0.5848623853211009,0.568,"{'eta': 0.03448037821510314, 'gamma': 0.7843255566447953, 'max_depth': 12, 'min_child_weight': 2.5935644450802022, 'n_estimators': 972.3250729028347, 'reg_lambda': 0.8454505538997058, 'subsample': 0.7645863857077718}"
0.5740879903336428,0.00874209291196332,0.5871559633027523,0.5625717566016073,"{'eta': 0.05294800750021965, 'gamma': 0.2650605864916539, 'max_depth': 13, 'min_child_weight': 2.0700086741023362, 'n_estimators': 966.2087803465762, 'reg_lambda': 0.7543941546424211, 'subsample': 0.9549683747215769}"
0.5740847168031202,0.005024654973982592,0.5802752293577982,0.5671641791044776,"{'eta': 0.047013495217231804, 'gamma': 0.5600070074406386, 'max_depth': 5, 'min_child_weight': 1.8503631502831113, 'n_estimators': 1226.161650093386, 'reg_lambda': 0.9579714614356384, 'subsample': 0.7286153208687358}"
0.5738177374795546,0.021492179201023576,0.6016073478760046,0.5424311926605505,"{'eta': 0.04364913011974891, 'gamma': 0.7473397441474896, 'max_depth': 9, 'min_child_weight': 2.382228324625503, 'n_estimators': 1103.6803513023597, 'reg_lambda': 0.7719908306747294, 'subsample': 0.7748978668945836}"
0.5738154107976099,0.010690167124855704,0.5912743972445464,0.5634285714285714,"{'eta': 0.021957243143079383, 'gamma': 0.5922462272881989, 'max_depth': 10, 'min_child_weight': 2.0566193741559724, 'n_estimators': 908.7491146187117, 'reg_lambda': 0.8579712843871803, 'subsample': 0.8217666828139483}"
0.5738154017692564,0.007835087668928938,0.5825688073394495,0.5611428571428572,"{'eta': 0.0720126781836832, 'gamma': 0.17913907645545502, 'max_depth': 12, 'min_child_weight': 2.4663773289563053, 'n_estimators': 1067.9763847509491, 'reg_lambda': 0.7898737257052485, 'subsample': 0.6532134832199451}"
0.5738091612960503,0.009953652788948577,0.5905963302752294,0.5645714285714286,"{'eta': 0.025270885689999537, 'gamma': 0.72842994032834, 'max_depth': 10, 'min_child_weight': 1.8391585489372972, 'n_estimators': 1500.6505980101463, 'reg_lambda': 0.8783530795687874, 'subsample': 0.6825031563472266}"
0.5738078762603958,0.011262780932952096,0.5924225028702641,0.5630733944954128,"{'eta': 0.08816820566689637, 'gamma': 0.3371855058067518, 'max_depth': 5, 'min_child_weight': 2.4973654489413626, 'n_estimators': 351.6018017910719, 'reg_lambda': 0.8535020839065037, 'subsample': 0.8794641149086294}"
0.5735198488352672,0.006069791057470617,0.5802752293577982,0.56601607347876,"{'eta': 0.005648258215525112, 'gamma': 0.5877375905593563, 'max_depth': 12, 'min_child_weight': 2.99816167608778, 'n_estimators': 943.6546100224983, 'reg_lambda': 0.6306658491311485, 'subsample': 0.7736771415912652}"
0.5735165798189213,0.0027225010375009455,0.5752009184845006,0.5688073394495413,"{'eta': 0.005130429688850411, 'gamma': 0.9758761451015501, 'max_depth': 9, 'min_child_weight': 2.2463327103241384, 'n_estimators': 1275.2068372563647, 'reg_lambda': 0.8353204691970716, 'subsample': 0.7283781371989688}"
0.5735073814313852,0.00997662362364144,0.5825688073394495,0.5568312284730195,"{'eta': 0.02146983948275911, 'gamma': 0.7313056097632995, 'max_depth': 9, 'min_child_weight': 1.7261457909749423, 'n_estimators': 1100.5085846631766, 'reg_lambda': 0.7823129331284742, 'subsample': 0.7047827041610619}"
0.5735051044053852,0.009827342057924637,0.5862857142857143,0.5630733944954128,"{'eta': 0.005700982122314515, 'gamma': 0.6085506524998354, 'max_depth': 5, 'min_child_weight': 1.9795737808556724, 'n_estimators': 1330.5585325856746, 'reg_lambda': 0.9707008033339142, 'subsample': 0.7076903191408364}"
0.5735034360408864,0.013987759412934547,0.591743119266055,0.5545350172215844,"{'eta': 0.08893496577343524, 'gamma': 0.5686423687194435, 'max_depth': 11, 'min_child_weight': 2.0883947135748744, 'n_estimators': 1138.3721514580236, 'reg_lambda': 0.7347410718758822, 'subsample': 0.7112142683033233}"
0.573235793885698,0.010613776816587896,0.5901262916188289,0.5607798165137615,"{'eta': 0.06514978839565425, 'gamma': 0.5259812362391413, 'max_depth': 9, 'min_child_weight': 2.097550169425754, 'n_estimators': 1025.3357530036915, 'reg_lambda': 0.7778179001302151, 'subsample': 0.6949101338453669}"
0.5732269201427082,0.0034024986011396237,0.5779816513761468,0.5694603903559128,"{'eta': 0.05937745178974885, 'gamma': 0.3866610450301812, 'max_depth': 12, 'min_child_weight': 2.296009808419654, 'n_estimators': 1410.5552575703186, 'reg_lambda': 0.7355313140864812, 'subsample': 0.6642120081137931}"
0.5732229747522093,0.009380798099963512,0.5871559633027523,0.5625717566016073,"{'eta': 0.005493213189337812, 'gamma': 0.45568046326914086, 'max_depth': 10, 'min_child_weight': 2.020004682904822, 'n_estimators': 890.7297643482702, 'reg_lambda': 0.9281054016613064, 'subsample': 0.8393344981605811}"
0.5732134833193645,0.014592438132455223,0.5897142857142857,0.5533869115958668,"{'eta': 0.08060131949304296, 'gamma': 0.25331201605339704, 'max_depth': 6, 'min_child_weight': 2.440347687351738, 'n_estimators': 209.7611451228941, 'reg_lambda': 0.8208118625069315, 'subsample': 0.9586610243295195}"
0.5732049613059815,0.015418514118120542,0.5988571428571429,0.5584862385321101,"{'eta': 0.005429630547316733, 'gamma': 0.8567592421021928, 'max_depth': 10, 'min_child_weight': 2.007881550739074, 'n_estimators': 1555.7415408563488, 'reg_lambda': 0.7653107288375915, 'subsample': 0.8325226182970942}"
0.5732049387350976,0.015225802696319735,0.5931428571428572,0.5533869115958668,"{'eta': 0.02535228622534625, 'gamma': 0.48820261983591534, 'max_depth': 13, 'min_child_weight': 2.3272617264004123, 'n_estimators': 1170.1112358712098, 'reg_lambda': 0.8968361491515588, 'subsample': 0.7610698030761361}"
0.5729487403942081,0.009122753145528935,0.588302752293578,0.5645714285714286,"{'eta': 0.037025257590619386, 'gamma': 0.422785100720734, 'max_depth': 6, 'min_child_weight': 2.0522574459791705, 'n_estimators': 1204.270213712787, 'reg_lambda': 0.7847087803043533, 'subsample': 0.9151049338986614}"
0.5729418732027933,0.019443790777419288,0.6016073478760046,0.547646383467279,"{'eta': 0.026256963395487887, 'gamma': 0.5364971946850878, 'max_depth': 5, 'min_child_weight': 2.4277923995151895, 'n_estimators': 523.4934562711754, 'reg_lambda': 0.881835414711046, 'subsample': 0.8437978005372517}"
0.5729379323264713,0.0047833323288755634,0.5782857142857143,0.56601607347876,"{'eta': 0.005396872012642886, 'gamma': 0.6098325529561857, 'max_depth': 13, 'min_child_weight': 2.0510277645014194, 'n_estimators': 1105.5102343969288, 'reg_lambda': 0.8405488496829318, 'subsample': 0.7115402352582683}"
0.5729372965799092,0.016869830072249837,0.5935706084959816,0.5504587155963303,"{'eta': 0.03170586559639309, 'gamma': 0.714675744210948, 'max_depth': 15, 'min_child_weight': 1.5477523051239102, 'n_estimators': 599.0569644592191, 'reg_lambda': 0.9798518430814422, 'subsample': 0.715526523826026}"
0.5726741904200141,0.01136485417091059,0.5878300803673938,0.5565714285714286,"{'eta': 0.0298449400426668, 'gamma': 0.6028574147262298, 'max_depth': 9, 'min_child_weight': 2.0772231919949746, 'n_estimators': 843.0762256200028, 'reg_lambda': 0.8713371052760016, 'subsample': 0.6970461912203681}"
0.5726686082642539,0.010381020871759296,0.5832376578645235,0.56,"{'eta': 0.013434986054391026, 'gamma': 0.37927858579626106, 'max_depth': 12, 'min_child_weight': 1.6489726917378855, 'n_estimators': 1050.326085243267, 'reg_lambda': 0.9505617858721325, 'subsample': 0.6534249285596239}"
0.5726499229580497,0.004617327930444677,0.5794285714285714,0.5671641791044776,"{'eta': 0.034734817257519535, 'gamma': 0.8539053119057385, 'max_depth': 13, 'min_child_weight': 1.957435933748357, 'n_estimators': 962.9519378910741, 'reg_lambda': 0.8761597057544027, 'subsample': 0.7456207664709784}"
0.5726410627575902,0.013250635646117254,0.5862857142857143,0.5510907003444316,"{'eta': 0.029278621100889274, 'gamma': 0.6555412379932264, 'max_depth': 8, 'min_child_weight': 2.1363400691990755, 'n_estimators': 1135.6289463892886, 'reg_lambda': 0.8871800754522239, 'subsample': 0.787736646334895}"
0.5723855407908537,0.012303410823488414,0.5901262916188289,0.5596330275229358,"{'eta': 0.08880529313961438, 'gamma': 0.9551705940912649, 'max_depth': 14, 'min_child_weight': 1.9286235315924443, 'n_estimators': 1530.5399205774136, 'reg_lambda': 0.7700583307953731, 'subsample': 0.8487582332126022}"
0.572380914512025,0.01625697403557997,0.5940366972477065,0.5556831228473019,"{'eta': 0.06492691582267726, 'gamma': 0.3843598628477688, 'max_depth': 10, 'min_child_weight': 2.194670802303576, 'n_estimators': 1056.7564483298484, 'reg_lambda': 0.8138977825587231, 'subsample': 0.8705934840102447}"
0.5723786510285552,0.013800452696017549,0.5958668197474167,0.5607798165137615,"{'eta': 0.025748750164209, 'gamma': 0.6433871908324492, 'max_depth': 8, 'min_child_weight': 2.5675143126546454, 'n_estimators': 505.5445818705256, 'reg_lambda': 0.6950843072373021, 'subsample': 0.9855521481564192}"
0.5723776680665631,0.011079637541054161,0.5901262916188289,0.5596330275229358,"{'eta': 0.045031322999641646, 'gamma': 0.5202015862484225, 'max_depth': 8, 'min_child_weight': 2.2549145335441603, 'n_estimators': 875.288374039715, 'reg_lambda': 0.8044342359328774, 'subsample': 0.8016067055465013}"
0.5723714230791801,0.008950761402703828,0.5855338691159586,0.5602755453501722,"{'eta': 0.014196663899550564, 'gamma': 0.7181129416841547, 'max_depth': 9, 'min_child_weight': 2.085725338240736, 'n_estimators': 1399.8782481692454, 'reg_lambda': 0.8087041090569606, 'subsample': 0.8547956369455048}"
0.5721125959826836,0.018774189733335882,0.5935706084959816,0.544,"{'eta': 0.007004236208018434, 'gamma': 0.9418227836249736, 'max_depth': 12, 'min_child_weight': 2.222206140095388, 'n_estimators': 208.32445118729288, 'reg_lambda': 0.7273684806574964, 'subsample': 0.6993763347713257}"
0.5720833956540516,0.012692500796309424,0.5894495412844036,0.5545350172215844,"{'eta': 0.08610435850054399, 'gamma': 0.5091066414040705, 'max_depth': 11, 'min_child_weight': 2.5838712912789807, 'n_estimators': 758.7011235589921, 'reg_lambda': 0.7170700721883356, 'subsample': 0.6697640448045131}"
0.5720771867800829,0.005047565626221026,0.5794285714285714,0.5653669724770642,"{'eta': 0.058679881988796825, 'gamma': 0.5120665683955151, 'max_depth': 10, 'min_child_weight': 1.8736796064900736, 'n_estimators': 1027.439722396839, 'reg_lambda': 0.8892915403735175, 'subsample': 0.8633988398484291}"
0.5718180305248632,0.012438574653589482,0.5855338691159586,0.552,"{'eta': 0.014331956476824776, 'gamma': 0.47192013900484864, 'max_depth': 4, 'min_child_weight': 2.5741290372433143, 'n_estimators': 424.63124988328553, 'reg_lambda': 0.8730515809124508, 'subsample': 0.7461179305617053}"
0.5718095175398339,0.013966298647208506,0.5958668197474167,0.5619266055045872,"{'eta': 0.020161981727501, 'gamma': 0.7615136471185405, 'max_depth': 15, 'min_child_weight': 2.9930252910827706, 'n_estimators': 572.5337898689254, 'reg_lambda': 0.9918857930304803, 'subsample': 0.8059079609282861}"
0.571789840243284,0.009791039600759137,0.5817142857142857,0.5573394495412844,"{'eta': 0.057830286547615226, 'gamma': 0.44886865616494975, 'max_depth': 14, 'min_child_weight': 1.7685483136729185, 'n_estimators': 747.787967120863, 'reg_lambda': 0.948731881349071, 'subsample': 0.8398749570195421}"
0.5717862240115081,0.011770909467238891,0.5832376578645235,0.5556831228473019,"{'eta': 0.04994393977465435, 'gamma': 0.49806884489253433, 'max_depth': 10, 'min_child_weight': 1.4264572930563648, 'n_estimators': 1305.3886026806138, 'reg_lambda': 0.7976922420094847, 'subsample': 0.9216904991401751}"
0.5717836042842547,0.009407317638491335,0.5862857142857143,0.5607798165137615,"{'eta': 0.08418863202472561, 'gamma': 0.40246010902618257, 'max_depth': 14, 'min_child_weight': 2.3973350494897874, 'n_estimators': 930.8676966940316, 'reg_lambda': 0.7294349153808809, 'subsample': 0.9984116615240652}"
0.5715293492964655,0.015288149483154694,0.5928899082568807,0.5497142857142857,"{'eta': 0.050976665125490615, 'gamma': 0.8975140685538083, 'max_depth': 9, 'min_child_weight': 2.349320735893014, 'n_estimators': 809.5150759945348, 'reg_lambda': 0.7395740804981137, 'subsample': 0.8141299324347248}"
0.5715280552324575,0.013252808339646992,0.5912743972445464,0.5554285714285714,"{'eta': 0.046097380107451055, 'gamma': 0.4729042277667335, 'max_depth': 7, 'min_child_weight': 2.4586816213663076, 'n_estimators': 1110.2183918083076, 'reg_lambda': 0.5936902563024884, 'subsample': 0.6379142441493469}"
0.571526752140096,0.009725881990531609,0.582089552238806,0.5588571428571428,"{'eta': 0.005674018838595661, 'gamma': 0.9992798542828039, 'max_depth': 8, 'min_child_weight': 2.313008806087782, 'n_estimators': 1439.2822393017454, 'reg_lambda': 0.8542005051206492, 'subsample': 0.7627586675616634}"
0.5715228067495971,0.008506342795506373,0.5832376578645235,0.56,"{'eta': 0.005081191533077928, 'gamma': 0.3550467885183889, 'max_depth': 13, 'min_child_weight': 2.3286752175379397, 'n_estimators': 1351.6011169265385, 'reg_lambda': 0.9023746930219742, 'subsample': 0.8049958778455383}"
0.5715103619165991,0.010402879129345816,0.5809414466130884,0.5538990825688074,"{'eta': 0.06669140035708557, 'gamma': 0.975529531733115, 'max_depth': 14, 'min_child_weight': 1.8725942128727495, 'n_estimators': 1341.3959325425428, 'reg_lambda': 0.7787858035286459, 'subsample': 0.8639689635362889}"
0.5715021645477623,0.017246862067802772,0.5924225028702641,0.5504587155963303,"{'eta': 0.005321045886396499, 'gamma': 0.5387108216270104, 'max_depth': 9, 'min_child_weight': 1.9663798885774948, 'n_estimators': 1010.1477779700213, 'reg_lambda': 0.8495764384032582, 'subsample': 0.7435768092597361}"
