log_loss,accuracy,std,max_accuracy,min_accuracy,params
1.1741251447839898,0.5672380071936429,0.05287404109348613,1.2411568985456725,1.0799897145884696,"{'colsample_bytree': 0.8447199088679609, 'n_estimators': 1121.7436924705323, 'subsample': 0.9348830055851333, 'gamma': 0.12869402756778603, 'reg_lambda': 0.8254047474465722, 'eta': 0.14897430165113254, 'max_depth': 12, 'min_child_weight': 1.1435688919190947}"
1.1688625577937224,0.5448559662219818,0.031080620509745156,1.2284087776266477,1.1426703017098563,"{'colsample_bytree': 0.5922203567596915, 'n_estimators': 1185.3076584050343, 'subsample': 0.49412096248840004, 'gamma': 0.45770168756786767, 'reg_lambda': 0.9110521097184829, 'eta': 0.0838839330022193, 'max_depth': 4, 'min_child_weight': 1.285781679681062}"
1.1637235767054892,0.5706428056075223,0.0765838001247194,1.2625321562910308,1.036229526657536,"{'colsample_bytree': 0.6338072964854422, 'n_estimators': 712.1057420648809, 'subsample': 0.7707399354483019, 'gamma': 0.1124392286181259, 'reg_lambda': 0.7674795120260344, 'eta': 0.08708533793654526, 'max_depth': 8, 'min_child_weight': 1.2279752246966278}"
1.1617807712297423,0.5671916908839538,0.054660542978063185,1.221938863732548,1.0800409173735432,"{'colsample_bytree': 0.5788739384778915, 'n_estimators': 387.17299603333333, 'subsample': 0.8509403037978622, 'gamma': 0.12703073675565163, 'reg_lambda': 0.6572594838978483, 'eta': 0.17768006868252192, 'max_depth': 4, 'min_child_weight': 1.805085873056837}"
1.1604454210102306,0.5591904328736587,0.06876487375118698,1.2675029431599163,1.094228776434407,"{'colsample_bytree': 0.6850671269679895, 'n_estimators': 1383.5620282479808, 'subsample': 0.7460580419897609, 'gamma': 0.30901315392607104, 'reg_lambda': 0.759974007639793, 'eta': 0.07645582825149821, 'max_depth': 4, 'min_child_weight': 1.8502316112337451}"
1.1578117684538514,0.557446167662194,0.04098780370317705,1.1995634929421104,1.0991245066081838,"{'colsample_bytree': 0.5955122747791934, 'n_estimators': 1171.0340801114223, 'subsample': 0.7021774430910054, 'gamma': 0.47222699545522173, 'reg_lambda': 0.7059094584236104, 'eta': 0.15132074995517225, 'max_depth': 4, 'min_child_weight': 1.520445089149267}"
1.151948168212026,0.5643389806731323,0.03799938760459665,1.1983715000801547,1.101767157472638,"{'colsample_bytree': 0.730283103585879, 'n_estimators': 423.029270828421, 'subsample': 0.6256127569484407, 'gamma': 0.14904758258021575, 'reg_lambda': 0.9066441616379927, 'eta': 0.09640813897471877, 'max_depth': 6, 'min_child_weight': 1.7247186774046117}"
1.1486267261023353,0.5628997701562545,0.026795496099409302,1.201438075785326,1.1301897240193959,"{'colsample_bytree': 0.5398255493861579, 'n_estimators': 1240.344963817145, 'subsample': 0.5574265723179116, 'gamma': 0.23145308188961566, 'reg_lambda': 0.7264118095409366, 'eta': 0.10991611091086774, 'max_depth': 15, 'min_child_weight': 1.3488842517029997}"
1.1471417992987205,0.5649284810113808,0.04998241171712304,1.2083912148180285,1.056570428063147,"{'colsample_bytree': 0.8110247721684571, 'n_estimators': 351.9030963008176, 'subsample': 0.9157396227660204, 'gamma': 0.2140816535413168, 'reg_lambda': 0.9952757012736565, 'eta': 0.15998972567518466, 'max_depth': 6, 'min_child_weight': 1.4540449858801954}"
1.145498235177863,0.5677983361292831,0.05051364670936947,1.2400678506796248,1.0942649809254237,"{'colsample_bytree': 0.9266564262336909, 'n_estimators': 1532.7546966666532, 'subsample': 0.7475929924814859, 'gamma': 0.4492298153063168, 'reg_lambda': 0.7495087091141182, 'eta': 0.07596957294555697, 'max_depth': 4, 'min_child_weight': 1.2204865649827925}"
1.1441780411352371,0.5591748464337141,0.03854223291579948,1.1846617032828488,1.0879738938918204,"{'colsample_bytree': 0.536854514554743, 'n_estimators': 1295.0229056561002, 'subsample': 0.7243405569390634, 'gamma': 0.5574931180714172, 'reg_lambda': 0.6209100107025498, 'eta': 0.1637293318945811, 'max_depth': 4, 'min_child_weight': 1.6781994813029248}"
1.143498146572655,0.5729214641932163,0.032043975945841935,1.1953241160036554,1.0983722744546165,"{'colsample_bytree': 0.5008860198126109, 'n_estimators': 757.0232249916271, 'subsample': 0.8923569288381242, 'gamma': 0.19555821004114385, 'reg_lambda': 0.6386870047563463, 'eta': 0.18083177042742632, 'max_depth': 8, 'min_child_weight': 1.5394344783801306}"
1.1408548166572525,0.556624337920805,0.029717302106354995,1.1949438159127204,1.1097901598784212,"{'colsample_bytree': 0.562022516901442, 'n_estimators': 599.9071465289501, 'subsample': 0.6489394542908021, 'gamma': 0.3130216677911714, 'reg_lambda': 0.5710663738390614, 'eta': 0.19731580883833783, 'max_depth': 10, 'min_child_weight': 1.210072808560599}"
1.139039461714734,0.5568808772397409,0.04136239325025692,1.1854213472089767,1.0624231440599718,"{'colsample_bytree': 0.6313650165745917, 'n_estimators': 1548.059994593335, 'subsample': 0.7110284776847307, 'gamma': 0.5630393790856637, 'reg_lambda': 0.7258332633820275, 'eta': 0.15304687040326675, 'max_depth': 4, 'min_child_weight': 1.480272403118935}"
1.1361304937281964,0.563209694418517,0.036205151455699386,1.1969981657489226,1.0848597037084413,"{'colsample_bytree': 0.5662954504842774, 'n_estimators': 1384.9652040688024, 'subsample': 0.5569877689603118, 'gamma': 0.2856358917133641, 'reg_lambda': 0.7615833553028314, 'eta': 0.11637388802245041, 'max_depth': 14, 'min_child_weight': 1.7623184531386875}"
1.1304301715869733,0.5517281950096798,0.03974837129215854,1.200811290244884,1.0808772888257405,"{'colsample_bytree': 0.9990566199286841, 'n_estimators': 1436.884949374628, 'subsample': 0.6067840620338332, 'gamma': 0.4975392987696312, 'reg_lambda': 0.7606431508496111, 'eta': 0.15243479659639209, 'max_depth': 12, 'min_child_weight': 1.3695248971393894}"
1.12937682951661,0.5649010386970523,0.038023151583744606,1.1715546769789156,1.0640510463139174,"{'colsample_bytree': 0.725584113516468, 'n_estimators': 1163.5841474679462, 'subsample': 0.5039304664709814, 'gamma': 0.1865515484285446, 'reg_lambda': 0.8274950855381108, 'eta': 0.06338680800195867, 'max_depth': 10, 'min_child_weight': 1.1987760396891334}"
1.127291120752486,0.5637737279714795,0.02128616872482206,1.1565474296279967,1.106338637275221,"{'colsample_bytree': 0.539323824428196, 'n_estimators': 1231.731710501288, 'subsample': 0.7208569530424694, 'gamma': 0.5982692288063426, 'reg_lambda': 0.5889354006942529, 'eta': 0.18202864928788504, 'max_depth': 5, 'min_child_weight': 1.47846181743148}"
1.1270177439013744,0.5689243535876278,0.027205041034179298,1.158956423704914,1.0833960052727745,"{'colsample_bytree': 0.8383030492252431, 'n_estimators': 640.7533015798087, 'subsample': 0.7109814581396083, 'gamma': 0.00010594044781708778, 'reg_lambda': 0.7274233224273995, 'eta': 0.030496230914758435, 'max_depth': 15, 'min_child_weight': 1.4908016366822443}"
1.1231188440350026,0.5577397469035547,0.03891417920614579,1.1891871975163761,1.0789191168438557,"{'colsample_bytree': 0.5535692211970809, 'n_estimators': 1597.409014205747, 'subsample': 0.8666518988764821, 'gamma': 0.44463582279301744, 'reg_lambda': 0.7665654926148575, 'eta': 0.1344761408449021, 'max_depth': 5, 'min_child_weight': 1.932823522975285}"
1.1189636858727903,0.5723795698677147,0.032705128670539686,1.1555689116117656,1.0573542552545165,"{'colsample_bytree': 0.7553305521253001, 'n_estimators': 1514.851524357632, 'subsample': 0.7667762866978847, 'gamma': 0.11752720882029033, 'reg_lambda': 0.8871576952337072, 'eta': 0.021159307276520378, 'max_depth': 10, 'min_child_weight': 1.8009688702225826}"
1.1181226900247985,0.5500311435969916,0.02811538986326477,1.1536871041264651,1.0778336261998562,"{'colsample_bytree': 0.9147977214176485, 'n_estimators': 476.48984840690855, 'subsample': 0.6317943861372659, 'gamma': 0.6734578811635337, 'reg_lambda': 0.8816684395427297, 'eta': 0.19552128009348868, 'max_depth': 10, 'min_child_weight': 1.2637665158350004}"
1.1160023305844973,0.5577367610065369,0.047946709303812084,1.1539511888076541,1.028253746403109,"{'colsample_bytree': 0.9506819708118552, 'n_estimators': 1480.8217629530443, 'subsample': 0.7139839378890556, 'gamma': 0.6936675882227787, 'reg_lambda': 0.9471016569113322, 'eta': 0.15783540526381712, 'max_depth': 5, 'min_child_weight': 1.0104320747742244}"
1.114640427128069,0.5517302104803787,0.027383323135404855,1.1500338202318305,1.0665789288255785,"{'colsample_bytree': 0.712939463675492, 'n_estimators': 1404.747698411506, 'subsample': 0.808382740972273, 'gamma': 0.1352942008365035, 'reg_lambda': 0.8735633053418236, 'eta': 0.03326052538311951, 'max_depth': 4, 'min_child_weight': 1.602488322572421}"
1.114622118324451,0.5583082930874061,0.04919693628754196,1.1686687792739543,1.0393840668164194,"{'colsample_bytree': 0.6546588153051218, 'n_estimators': 1598.1237913151851, 'subsample': 0.7148868305229235, 'gamma': 0.539899763845769, 'reg_lambda': 0.8731249045578043, 'eta': 0.18641901709518452, 'max_depth': 14, 'min_child_weight': 1.9105431628469058}"
1.1143914325153428,0.5494359549444885,0.015980490915712617,1.1403371306195127,1.0936802766775515,"{'colsample_bytree': 0.611441986041235, 'n_estimators': 1562.0168722947826, 'subsample': 0.6365662969506316, 'gamma': 0.5201638836401613, 'reg_lambda': 0.5738069398155545, 'eta': 0.053357195774262636, 'max_depth': 4, 'min_child_weight': 1.6891943739858521}"
1.1137688104817394,0.5594629896676127,0.009331078212909391,1.1298214481078772,1.1053103198399017,"{'colsample_bytree': 0.7863300191683168, 'n_estimators': 610.6953517082902, 'subsample': 0.5803148963394674, 'gamma': 0.7167685160149752, 'reg_lambda': 0.8706411443729299, 'eta': 0.12661321469443193, 'max_depth': 4, 'min_child_weight': 1.5116622722121942}"
1.1135011517486926,0.5686242650240757,0.05413247802561046,1.1930371383405771,1.0242867321290419,"{'colsample_bytree': 0.8810109772059154, 'n_estimators': 554.5800201898985, 'subsample': 0.6550214307019101, 'gamma': 0.3915801006443302, 'reg_lambda': 0.6698036405911558, 'eta': 0.10586807012698324, 'max_depth': 7, 'min_child_weight': 1.599786851921703}"
1.113447460545475,0.5588894797760922,0.04434551765794384,1.1561010886411953,1.0295144045501308,"{'colsample_bytree': 0.6102060131103697, 'n_estimators': 628.5554136207921, 'subsample': 0.7636140938931287, 'gamma': 0.2677740784299506, 'reg_lambda': 0.7583998924085216, 'eta': 0.09080581529923545, 'max_depth': 9, 'min_child_weight': 1.6478178973945912}"
1.1126693352463501,0.5631887449083417,0.04123763851610023,1.1635039967296639,1.0710898308322927,"{'colsample_bytree': 0.9354544422153928, 'n_estimators': 1437.5906326438142, 'subsample': 0.8018232555632497, 'gamma': 0.4168967912737312, 'reg_lambda': 0.6131475249531569, 'eta': 0.10896101944701199, 'max_depth': 6, 'min_child_weight': 1.9921639114946572}"
1.1113587055371872,0.5609207266732643,0.04563282480417126,1.1443298312016152,1.0261132596927058,"{'colsample_bytree': 0.5751817647641778, 'n_estimators': 859.5988797340754, 'subsample': 0.6611841216607325, 'gamma': 0.24094440580481477, 'reg_lambda': 0.7527030414736231, 'eta': 0.06628318122013585, 'max_depth': 11, 'min_child_weight': 1.4180830228222183}"
1.1104748026002584,0.5597412912557669,0.0275467922265307,1.163509096481955,1.0865247710361106,"{'colsample_bytree': 0.6180718506128844, 'n_estimators': 1080.5948587011258, 'subsample': 0.5890676732866561, 'gamma': 0.8015678213918972, 'reg_lambda': 0.6582794177945579, 'eta': 0.1376859424228115, 'max_depth': 6, 'min_child_weight': 1.0030079484990286}"
1.1096325847852238,0.5589079591138655,0.02249526847756739,1.1530816931608414,1.0910191805140068,"{'colsample_bytree': 0.6203314828503261, 'n_estimators': 1210.7894734465358, 'subsample': 0.8092392232212813, 'gamma': 0.3737935943950935, 'reg_lambda': 0.7998215677462237, 'eta': 0.0633685771112861, 'max_depth': 4, 'min_child_weight': 1.692409981214332}"
1.1095613985001056,0.5577593595394206,0.014448740354652467,1.1268326043855814,1.0906202370266098,"{'colsample_bytree': 0.5148900437388488, 'n_estimators': 1056.7698419991323, 'subsample': 0.7125053417063963, 'gamma': 0.6835867621638925, 'reg_lambda': 0.6618624167355197, 'eta': 0.14305644398196446, 'max_depth': 4, 'min_child_weight': 1.5952307505886218}"
1.1080204924253683,0.5597429639248539,0.02383796371570792,1.134794113262312,1.0636281072488054,"{'colsample_bytree': 0.6021362872131426, 'n_estimators': 1461.176206311796, 'subsample': 0.8974915826757892, 'gamma': 0.5450458267663812, 'reg_lambda': 0.766979985595617, 'eta': 0.17396399838247262, 'max_depth': 8, 'min_child_weight': 1.46110021704681}"
1.1062221112725334,0.5657565301688741,0.027959010057804108,1.157648253052828,1.0827482122761596,"{'colsample_bytree': 0.9579316423809658, 'n_estimators': 1271.292773710877, 'subsample': 0.5528976851690871, 'gamma': 0.6144964523550502, 'reg_lambda': 0.7581918554495737, 'eta': 0.08454838436326809, 'max_depth': 6, 'min_child_weight': 1.9832804904630288}"
1.104919519113496,0.5583152228939176,0.02686790641136249,1.1451279337812792,1.0685508855186947,"{'colsample_bytree': 0.7292206287377523, 'n_estimators': 1108.9515538570627, 'subsample': 0.6933744375347395, 'gamma': 0.5964605059075333, 'reg_lambda': 0.7349529975200735, 'eta': 0.17626085530182442, 'max_depth': 11, 'min_child_weight': 1.9196134916010918}"
1.103806818476494,0.5623480471793789,0.027825683098807643,1.133775148095088,1.052391655890314,"{'colsample_bytree': 0.6180267546404855, 'n_estimators': 1490.1698170862207, 'subsample': 0.8315985425948433, 'gamma': 0.36531308692768844, 'reg_lambda': 0.6933616106531777, 'eta': 0.11445194559396131, 'max_depth': 13, 'min_child_weight': 1.5658761236642118}"
1.1037762999716185,0.5660311118637271,0.05382428265150858,1.1912054751373005,1.0322873212955892,"{'colsample_bytree': 0.6321709266129941, 'n_estimators': 1125.7340460500152, 'subsample': 0.7446002489762821, 'gamma': 0.5913965074850283, 'reg_lambda': 0.6422081433590858, 'eta': 0.19344478927838618, 'max_depth': 12, 'min_child_weight': 1.4704290292076139}"
1.1023764796572255,0.5640368365959699,0.04209995346958092,1.1842445904046468,1.067331455808956,"{'colsample_bytree': 0.6712449251317744, 'n_estimators': 1455.0619268249297, 'subsample': 0.7622406357365932, 'gamma': 0.3930840405336755, 'reg_lambda': 0.7695769578629841, 'eta': 0.06254994861216102, 'max_depth': 8, 'min_child_weight': 1.6473448401853794}"
1.1019272417583346,0.5706505164398123,0.03821365476263944,1.1482160887201982,1.0552538301094554,"{'colsample_bytree': 0.7772735033581752, 'n_estimators': 1454.5913780677229, 'subsample': 0.9000743661769436, 'gamma': 0.31157876084794106, 'reg_lambda': 0.8181035464405917, 'eta': 0.049548034830189956, 'max_depth': 8, 'min_child_weight': 1.555071625151141}"
1.1011579640967237,0.5674949952874988,0.02267875463240086,1.1388208506833015,1.078290438758552,"{'colsample_bytree': 0.8884363058213602, 'n_estimators': 1070.0291534287564, 'subsample': 0.6884350201736359, 'gamma': 0.4300016381579853, 'reg_lambda': 0.7297141974089025, 'eta': 0.057419941802403396, 'max_depth': 4, 'min_child_weight': 1.6534601208407198}"
1.100834310591695,0.5772436672577992,0.031620661929596894,1.1386391358719579,1.04307416247383,"{'colsample_bytree': 0.513130961204577, 'n_estimators': 885.4693851134774, 'subsample': 0.8754539201624908, 'gamma': 0.09455336575558848, 'reg_lambda': 0.6763053178924583, 'eta': 0.022772175159438197, 'max_depth': 13, 'min_child_weight': 1.46885058185516}"
1.1004945048659809,0.5643410867196544,0.057080066078975145,1.1762603752389764,1.0103234159800092,"{'colsample_bytree': 0.8905639352028085, 'n_estimators': 1366.0257273363488, 'subsample': 0.5595696705581018, 'gamma': 0.2964832381062839, 'reg_lambda': 0.8519466534186413, 'eta': 0.019366447397740953, 'max_depth': 9, 'min_child_weight': 1.8243398234253807}"
1.1000973232342568,0.5611874987111103,0.013879051142208696,1.1169276980491072,1.0758882097434253,"{'colsample_bytree': 0.7157886723862044, 'n_estimators': 1251.1445661920868, 'subsample': 0.8489594522399796, 'gamma': 0.6427624706910573, 'reg_lambda': 0.751945050895624, 'eta': 0.13105760546602205, 'max_depth': 4, 'min_child_weight': 1.6548805261711332}"
1.0994861288450486,0.5683742691029579,0.0319153113691275,1.1449380687304906,1.069128595342007,"{'colsample_bytree': 0.5130863789251917, 'n_estimators': 1119.2912656803496, 'subsample': 0.8457881440528858, 'gamma': 0.2963337120351205, 'reg_lambda': 0.9687046568559378, 'eta': 0.1459140827287668, 'max_depth': 12, 'min_child_weight': 1.7849162038400606}"
1.0980009345237043,0.5698127021379762,0.04763745689340524,1.1452766047526461,1.0382573001304822,"{'colsample_bytree': 0.8085867609124621, 'n_estimators': 1337.4435608817807, 'subsample': 0.6502387685307405, 'gamma': 0.19584542260188814, 'reg_lambda': 0.805404020818071, 'eta': 0.026794718952453063, 'max_depth': 11, 'min_child_weight': 1.7756156380132238}"
1.097571141108601,0.5629025795660983,0.02442710354562101,1.1261469664730663,1.0587223341667165,"{'colsample_bytree': 0.8303432944406298, 'n_estimators': 1319.651255690301, 'subsample': 0.8131781058172398, 'gamma': 0.5332270290060126, 'reg_lambda': 0.9808631349959382, 'eta': 0.06528550308552698, 'max_depth': 4, 'min_child_weight': 1.7360277742593517}"
1.0968911148699454,0.5637790227892024,0.02741075013217424,1.1310588956171912,1.0604179230048294,"{'colsample_bytree': 0.6229239658273915, 'n_estimators': 1011.2815070146266, 'subsample': 0.7490901655690262, 'gamma': 0.3962407672380418, 'reg_lambda': 0.7014608713052876, 'eta': 0.0560725008726113, 'max_depth': 4, 'min_child_weight': 1.3276818393449736}"
1.0962927296585718,0.555446555231943,0.028146983370274867,1.1280747727080005,1.0538665209283098,"{'colsample_bytree': 0.7504034225595714, 'n_estimators': 996.4228457578936, 'subsample': 0.669121680567262, 'gamma': 0.8529007403368931, 'reg_lambda': 0.6658834572042203, 'eta': 0.10535338021368751, 'max_depth': 4, 'min_child_weight': 1.8122155643126248}"
1.0961736292226996,0.5594912883278147,0.022009168901400183,1.1233726033900997,1.061205329916528,"{'colsample_bytree': 0.8175983233280666, 'n_estimators': 729.8165550319652, 'subsample': 0.5477246132552138, 'gamma': 0.4287579329778419, 'reg_lambda': 0.7687559995777327, 'eta': 0.07010835542301086, 'max_depth': 4, 'min_child_weight': 1.4491355410151536}"
1.0937890009987838,0.5654822795233223,0.028788384321767953,1.124957546969774,1.043763961434834,"{'colsample_bytree': 0.9795553707253324, 'n_estimators': 1190.5519250099724, 'subsample': 0.6631950028746771, 'gamma': 0.4740453339948041, 'reg_lambda': 0.701284723043281, 'eta': 0.04682643947035914, 'max_depth': 4, 'min_child_weight': 1.641350711066071}"
1.09359466607057,0.5637528443511991,0.03184223981431739,1.1323112739399503,1.051952840886744,"{'colsample_bytree': 0.5646663564145487, 'n_estimators': 1439.920227593883, 'subsample': 0.8135516835006562, 'gamma': 0.7919774047703357, 'reg_lambda': 0.7143795599017696, 'eta': 0.11702036700248092, 'max_depth': 4, 'min_child_weight': 1.5670356088083237}"
1.0930510381686278,0.5651797161026445,0.020917442164448977,1.1309713019732515,1.071140101875304,"{'colsample_bytree': 0.6677003394290798, 'n_estimators': 1248.433634851273, 'subsample': 0.8652145859608296, 'gamma': 0.5139077152459998, 'reg_lambda': 0.7488877436408103, 'eta': 0.09154930491923767, 'max_depth': 6, 'min_child_weight': 1.5373875537338644}"
1.0928158049350347,0.5671891807698956,0.03616841823144933,1.137466553503909,1.028040525981092,"{'colsample_bytree': 0.6851342497847859, 'n_estimators': 492.0041130781856, 'subsample': 0.7961723300624232, 'gamma': 0.2609127343623351, 'reg_lambda': 0.7523121832020369, 'eta': 0.07799311560400068, 'max_depth': 11, 'min_child_weight': 1.8709281035067378}"
1.0907631564710143,0.5663476619114899,0.024398951354752157,1.1214342863795301,1.0491879970127982,"{'colsample_bytree': 0.7632707068596336, 'n_estimators': 411.03908036720065, 'subsample': 0.7263473285974915, 'gamma': 0.43124601192913425, 'reg_lambda': 0.8706812924119665, 'eta': 0.08204753008146906, 'max_depth': 6, 'min_child_weight': 1.6755608501122565}"
1.0901316724576469,0.5657827285675803,0.04506893534241645,1.151787225222402,1.0472067099411828,"{'colsample_bytree': 0.6077235960363665, 'n_estimators': 1034.0389231293673, 'subsample': 0.7314566947463483, 'gamma': 0.5586817933362388, 'reg_lambda': 0.7212285413506536, 'eta': 0.06794939806346573, 'max_depth': 4, 'min_child_weight': 1.5248432340111755}"
1.0896310814972547,0.5700852872427815,0.05580560150688092,1.1808336028518331,1.0315906145668792,"{'colsample_bytree': 0.665898349292697, 'n_estimators': 1133.235042556391, 'subsample': 0.6252684033751706, 'gamma': 0.17605346839227443, 'reg_lambda': 0.6227138275357484, 'eta': 0.025921911636882216, 'max_depth': 12, 'min_child_weight': 1.609160261767486}"
1.0893774958043092,0.5677966953149665,0.024390932704888783,1.1140978792281433,1.0471007419514589,"{'colsample_bytree': 0.6059623877852518, 'n_estimators': 1339.2019624206614, 'subsample': 0.9088153020960908, 'gamma': 0.7310370842261995, 'reg_lambda': 0.709595252569253, 'eta': 0.11411799969309848, 'max_depth': 5, 'min_child_weight': 1.1016211611600064}"
1.0889309295741294,0.5500225482092317,0.0315690967978397,1.1426340863882514,1.0467785433986168,"{'colsample_bytree': 0.5744803905994809, 'n_estimators': 1185.6331113619956, 'subsample': 0.8312433852483803, 'gamma': 0.6242750405868834, 'reg_lambda': 0.7079055160567609, 'eta': 0.15753724949580147, 'max_depth': 9, 'min_child_weight': 1.710944385808731}"
1.0867494727135463,0.5738085900509553,0.029089129797652456,1.1252856084884792,1.0357976364929915,"{'colsample_bytree': 0.5440998821414224, 'n_estimators': 1519.5480127633814, 'subsample': 0.7974661807258278, 'gamma': 0.27856319208815705, 'reg_lambda': 0.6635578514868261, 'eta': 0.03648991671173839, 'max_depth': 10, 'min_child_weight': 1.450212359622709}"
1.086137759750038,0.5591990164888567,0.02372715751835234,1.1239663610050727,1.0575239677275705,"{'colsample_bytree': 0.509488409393213, 'n_estimators': 1157.5664733582132, 'subsample': 0.7081952150367192, 'gamma': 0.5245071660150258, 'reg_lambda': 0.6983956662606484, 'eta': 0.12227880004587324, 'max_depth': 10, 'min_child_weight': 1.750515493006166}"
