mlog_loss,mstd,params
-0.8612614926334758,0.012551198137934053,"{'criterion': 'gini', 'max_features': 0.5279546255302259, 'n_estimators': 2032.01737394877, 'min_samples_split': 2}"
-0.8625696087806706,0.013204366496311922,"{'criterion': 'gini', 'max_features': 0.6155853815517894, 'n_estimators': 2227.2390229372077, 'min_samples_split': 2}"
-0.862592719598797,0.013192418594648387,"{'criterion': 'gini', 'max_features': 0.5774003062665398, 'n_estimators': 2308.2617348895647, 'min_samples_split': 2}"
-0.8626520404030616,0.01344469379666541,"{'criterion': 'gini', 'max_features': 0.6274539817026435, 'n_estimators': 2435.653056464881, 'min_samples_split': 2}"
-0.8626863263946222,0.013284437995049012,"{'criterion': 'gini', 'max_features': 0.5539476925898056, 'n_estimators': 2260.310273031485, 'min_samples_split': 2}"
-0.8649333195171653,0.013513393258350945,"{'criterion': 'gini', 'max_features': 0.6645655485234844, 'n_estimators': 2498.9740857253255, 'min_samples_split': 2}"
-0.8673775952093598,0.013207107946314429,"{'criterion': 'gini', 'max_features': 0.7541532366235695, 'n_estimators': 1491.1887158359655, 'min_samples_split': 2}"
-0.8702788200461036,0.01104585262288522,"{'criterion': 'gini', 'max_features': 0.48813736408760267, 'n_estimators': 1594.7425417475513, 'min_samples_split': 3}"
-0.8711799379399261,0.0273701840498632,"{'criterion': 'gini', 'max_features': 0.5264351309190242, 'n_estimators': 1114.9848451652974, 'min_samples_split': 2}"
-0.8714655345648552,0.011830802992112388,"{'criterion': 'gini', 'max_features': 0.4791926322878816, 'n_estimators': 830.9355114962228, 'min_samples_split': 3}"
-0.8720011051321441,0.012056675617122514,"{'criterion': 'entropy', 'max_features': 0.35163745427993165, 'n_estimators': 1400.5270374367985, 'min_samples_split': 3}"
-0.8727215987692485,0.010926540031887606,"{'criterion': 'entropy', 'max_features': 0.36316302604767686, 'n_estimators': 1875.3224869088772, 'min_samples_split': 3}"
-0.8788290536951765,0.02896431448621161,"{'criterion': 'gini', 'max_features': 0.9731419519963924, 'n_estimators': 1374.9851824889558, 'min_samples_split': 2}"
-0.8789774147660511,0.011123556836150104,"{'criterion': 'gini', 'max_features': 0.563730911262311, 'n_estimators': 2426.6137821275734, 'min_samples_split': 4}"
-0.879124656757852,0.011596749033511827,"{'criterion': 'gini', 'max_features': 0.6123602392245082, 'n_estimators': 2170.3203771211, 'min_samples_split': 4}"
-0.88303617022199,0.03034803378133264,"{'criterion': 'gini', 'max_features': 0.8318698736393737, 'n_estimators': 1662.652649243875, 'min_samples_split': 3}"
-0.8849587530341159,0.010510578979702177,"{'criterion': 'entropy', 'max_features': 0.5722000538178305, 'n_estimators': 1945.5436659228906, 'min_samples_split': 5}"
-0.886698228254299,0.009619362470218744,"{'criterion': 'entropy', 'max_features': 0.6782278282837259, 'n_estimators': 741.9919603606119, 'min_samples_split': 5}"
-0.8871988733667064,0.012668488314423052,"{'criterion': 'gini', 'max_features': 0.8141019873861071, 'n_estimators': 1356.6554184669842, 'min_samples_split': 5}"
-0.8895271463599567,0.010031708211030579,"{'criterion': 'entropy', 'max_features': 0.43666652988230714, 'n_estimators': 1115.9734937279336, 'min_samples_split': 5}"
-0.8899865779693877,0.009956755541445619,"{'criterion': 'entropy', 'max_features': 0.41202877367583834, 'n_estimators': 1490.8787716709405, 'min_samples_split': 5}"
-0.893253356148138,0.01072288771496584,"{'criterion': 'entropy', 'max_features': 0.746899642886101, 'n_estimators': 1545.8137105629426, 'min_samples_split': 6}"
-0.899416714865364,0.009054565208564095,"{'criterion': 'gini', 'max_features': 0.4263359346727095, 'n_estimators': 1570.052381632613, 'min_samples_split': 6}"
-0.901025672509892,0.012675847178846077,"{'criterion': 'gini', 'max_features': 0.8115112699225668, 'n_estimators': 1609.3738716744879, 'min_samples_split': 7}"
-0.9084947501799758,0.04335218484732804,"{'criterion': 'gini', 'max_features': 0.8429045459462967, 'n_estimators': 200.12507633495565, 'min_samples_split': 3}"
-0.9134796467847659,0.007777501414653107,"{'criterion': 'entropy', 'max_features': 0.3147162772728448, 'n_estimators': 436.13462897051886, 'min_samples_split': 7}"
-0.9211590361376703,0.01251878065063065,"{'criterion': 'entropy', 'max_features': 0.46143989320757456, 'n_estimators': 91.6546758241939, 'min_samples_split': 7}"
-0.9219494041943976,0.0158956693746102,"{'criterion': 'gini', 'max_features': 0.31180311190214416, 'n_estimators': 370.1731390776337, 'min_samples_split': 7}"
-0.93383459353342,0.03435681800878696,"{'criterion': 'gini', 'max_features': 0.986931061501714, 'n_estimators': 73.94766798258499, 'min_samples_split': 5}"
