mlog_loss,mstd,params
-0.8613730853528961,0.011429215396017808,"{'criterion': 'entropy', 'max_features': 0.39212524640855784, 'min_samples_split': 2, 'n_estimators': 4432.46486721086}"
-0.8614125235592571,0.01141780226615716,"{'criterion': 'entropy', 'max_features': 0.4259885911353934, 'min_samples_split': 2, 'n_estimators': 4509.623813003341}"
-0.8614245332763953,0.01140666332981563,"{'criterion': 'entropy', 'max_features': 0.4323169645970112, 'min_samples_split': 2, 'n_estimators': 4409.443726686771}"
-0.861426964183558,0.011359499647243811,"{'criterion': 'entropy', 'max_features': 0.38562221337442737, 'min_samples_split': 2, 'n_estimators': 4471.243972874543}"
-0.8614299152375292,0.011345746379515012,"{'criterion': 'entropy', 'max_features': 0.40097705454493665, 'min_samples_split': 2, 'n_estimators': 4534.805017241412}"
-0.8614338366032696,0.011497294098802261,"{'criterion': 'entropy', 'max_features': 0.39152307537465136, 'min_samples_split': 2, 'n_estimators': 4671.918524802274}"
-0.8614351622221539,0.011364941404022583,"{'criterion': 'entropy', 'max_features': 0.4120724140785063, 'min_samples_split': 2, 'n_estimators': 4459.652667574837}"
-0.8614378553972919,0.011374197040627556,"{'criterion': 'entropy', 'max_features': 0.43617544004296727, 'min_samples_split': 2, 'n_estimators': 4481.726220609704}"
-0.8614416340161041,0.011375728198800445,"{'criterion': 'entropy', 'max_features': 0.430155250283428, 'min_samples_split': 2, 'n_estimators': 4485.249001275379}"
-0.8614452593067407,0.011376609212554631,"{'criterion': 'entropy', 'max_features': 0.40547048397641083, 'min_samples_split': 2, 'n_estimators': 4402.344168783795}"
-0.8614526745246355,0.01136315477881555,"{'criterion': 'entropy', 'max_features': 0.3917779636613512, 'min_samples_split': 2, 'n_estimators': 4399.758699110503}"
-0.8614638272894564,0.011510588303957145,"{'criterion': 'entropy', 'max_features': 0.43036615354128355, 'min_samples_split': 2, 'n_estimators': 4687.049832236363}"
-0.8614814136468179,0.01137088453993393,"{'criterion': 'entropy', 'max_features': 0.38930060154622553, 'min_samples_split': 2, 'n_estimators': 4389.951221583697}"
-0.8614921708841748,0.01152246331675419,"{'criterion': 'entropy', 'max_features': 0.44557909747884905, 'min_samples_split': 2, 'n_estimators': 4700.208028968519}"
-0.8615036238439495,0.011551285094483586,"{'criterion': 'entropy', 'max_features': 0.4188808647270468, 'min_samples_split': 2, 'n_estimators': 4714.193167445129}"
-0.8615103302102763,0.011419463071762065,"{'criterion': 'entropy', 'max_features': 0.45658159017673833, 'min_samples_split': 2, 'n_estimators': 4280.007521842479}"
-0.861514449352993,0.01139155942181529,"{'criterion': 'entropy', 'max_features': 0.4489842259718829, 'min_samples_split': 2, 'n_estimators': 4229.804293296544}"
-0.8615219847929284,0.011420602628804715,"{'criterion': 'entropy', 'max_features': 0.45556182847948545, 'min_samples_split': 2, 'n_estimators': 4239.015150316061}"
-0.8615293563038758,0.011363490004481412,"{'criterion': 'entropy', 'max_features': 0.38654413739769855, 'min_samples_split': 2, 'n_estimators': 4292.361655795836}"
-0.8615651705108478,0.011399868150817115,"{'criterion': 'entropy', 'max_features': 0.40256134146505806, 'min_samples_split': 2, 'n_estimators': 4330.635456258215}"
-0.861579034537128,0.011563709304346567,"{'criterion': 'entropy', 'max_features': 0.44195603155405444, 'min_samples_split': 2, 'n_estimators': 4887.437203636457}"
-0.8615825321837034,0.011347763308955816,"{'criterion': 'entropy', 'max_features': 0.42719564428596246, 'min_samples_split': 2, 'n_estimators': 4194.397206892075}"
-0.861603709338756,0.011358536320139362,"{'criterion': 'entropy', 'max_features': 0.39291168562402384, 'min_samples_split': 2, 'n_estimators': 4317.9150403121075}"
-0.861629880253323,0.011545836976312588,"{'criterion': 'entropy', 'max_features': 0.43550551188112463, 'min_samples_split': 2, 'n_estimators': 4781.707072542371}"
-0.8616536689567666,0.011368025681389175,"{'criterion': 'entropy', 'max_features': 0.38941461774039104, 'min_samples_split': 2, 'n_estimators': 4153.32164258148}"
-0.8616614107072247,0.011330270530261508,"{'criterion': 'entropy', 'max_features': 0.4586492605437193, 'min_samples_split': 2, 'n_estimators': 4148.289098749205}"
-0.8617211341802118,0.011549033010546767,"{'criterion': 'entropy', 'max_features': 0.4242689164285891, 'min_samples_split': 2, 'n_estimators': 4807.188928001089}"
-0.861726073274806,0.011576973086959838,"{'criterion': 'entropy', 'max_features': 0.4508763939013706, 'min_samples_split': 2, 'n_estimators': 4823.6994741858425}"
-0.861736890426925,0.011307474753542778,"{'criterion': 'entropy', 'max_features': 0.3878967631997834, 'min_samples_split': 2, 'n_estimators': 4110.939446477218}"
-0.861754367961763,0.011289703738718192,"{'criterion': 'entropy', 'max_features': 0.4246967119006034, 'min_samples_split': 2, 'n_estimators': 4112.619457634148}"
-0.8618428701476913,0.011167587834940528,"{'criterion': 'entropy', 'max_features': 0.42845399238485843, 'min_samples_split': 2, 'n_estimators': 3691.8133587246957}"
-0.8618682790469109,0.011177821018492056,"{'criterion': 'entropy', 'max_features': 0.4188088613024065, 'min_samples_split': 2, 'n_estimators': 3696.485604836542}"
-0.8618685226103413,0.011201294089205751,"{'criterion': 'entropy', 'max_features': 0.4336603099539769, 'min_samples_split': 2, 'n_estimators': 3709.061645979127}"
-0.8618740244409313,0.011183835834743746,"{'criterion': 'entropy', 'max_features': 0.4268013526510055, 'min_samples_split': 2, 'n_estimators': 3703.2153109254336}"
-0.8619048570119373,0.011122286347139389,"{'criterion': 'entropy', 'max_features': 0.4587508929083908, 'min_samples_split': 2, 'n_estimators': 3768.8664486744337}"
